OPEID,PELLID,NAME,State,,Awards,Recipients
00328900,003289,LEHIGH UNIVERSITY,PA,2004,"1,341,645",547
00888900,008889,LEHIGH VALLEY COLLEGE,PA,2004,"2,903,952","1,452"
02282500,016100,LENAPE AREA VOCATIONAL TECHNICAL SCHOOL,PA,2004,"218,637",97
02118000,014300,LEVITTOWN BEAUTY ACADEMY,PA,2004,"166,118",82
00775900,007759,LINCOLN TECHNICAL INSTITUTE,PA,2004,"1,006,840",448
00783200,007832,LINCOLN TECHNICAL INSTITUTE,PA,2004,"1,744,174",762
00329000,003290,LINCOLN UNIVERSITY,PA,2004,"2,991,641",995
00332300,003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,2004,"3,651,667","1,501"
00681100,006811,LUZERNE COUNTY COMMUNITY COLLEGE,PA,2004,"3,650,178","1,684"
00329300,003293,LYCOMING COLLEGE,PA,2004,"892,215",359
02206200,015603,MAGNOLIA SCHOOL,PA,2004,"133,299",62
00329400,003294,MANOR COLLEGE,PA,2004,"672,461",291
00332400,003324,MANSFIELD UNIVERSITY,PA,2004,"3,315,381","1,280"
00329600,003296,MARYWOOD UNIVERSITY,PA,2004,"1,485,793",588
03241300,032413,MBF CENTER (THE),PA,2004,"3,594",2
00489800,004898,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PA,2004,"1,829,602",954
00856800,008568,MEDIAN SCHOOL OF ALLIED HEALTH CAREERS,PA,2004,"782,464",293
02362300,016831,MERCER COUNTY ARES VOCATIONAL TECHNICAL SCHOOL,PA,2004,"156,924",68
00489900,004899,MERCY HOSPITAL SCHOOL OF NURSING,PA,2004,"46,305",25
00329700,003297,MERCYHURST COLLEGE,PA,2004,"2,334,540","1,047"
00329800,003298,MESSIAH COLLEGE,PA,2004,"1,266,577",566
00709000,007090,METHODIST HOSPITAL SCHOOL OF NURSING,PA,2004,"173,850",66
03109100,031091,METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE,PA,2004,"447,082",175
02158300,015206,MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER,PA,2004,"117,929",57
00332500,003325,MILLERSVILLE UNIVERSITY,PA,2004,"3,343,498","1,483"
00445200,004452,MONTGOMERY COUNTY COMMUNITY COLLEGE,PA,2004,"3,574,124","1,706"
00330000,003300,MOORE COLLEGE OF ART & DESIGN,PA,2004,"494,748",188
00330100,003301,MORAVIAN COLLEGE,PA,2004,"811,497",331
00330200,003302,MOUNT ALOYSIUS COLLEGE,PA,2004,"1,824,763",754
00330400,003304,MUHLENBERG COLLEGE,PA,2004,"408,666",166
03439400,034394,NAWCC SCHOOL OF HOROLOGY,PA,2004,"4,014",1
00398800,003988,NEUMANN COLLEGE,PA,2004,"1,674,186",665
00778000,007780,NEW CASTLE SCHOOL OF TRADES,PA,2004,"1,286,825",530
00490100,004901,NEWPORT BUSINESS INSTITUTE,PA,2004,"214,583",88
00491400,004914,NEWPORT BUSINESS INSTITUTE,PA,2004,"332,105",128
03471400,034714,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,PA,2004,"50,891",21
00719100,007191,NORTHAMPTON COMMUNITY COLLEGE,PA,2004,"3,393,432","1,863"
02161400,015052,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,2004,"158,722",69
02353100,016702,NORTHERN TIER CAREER CENTER,PA,2004,"100,910",42
02153500,015063,OAKBRIDGE ACADEMY OF ARTS,PA,2004,"155,605",63
02183000,015427,ORLEANS TECHNICAL INSTITUTE,PA,2004,"904,354",687
02289500,016162,PACE INSTITUTE,PA,2004,"720,196",307
00330900,003309,PEIRCE COLLEGE,PA,2004,"1,769,959",856
02213400,015631,PENN STATE COSMETOLOGY ACADEMY,PA,2004,"87,219",45
00944900,005939,PENNCO TECH,PA,2004,"631,050",301
02119300,014822,"PENNSYLVANIA ACADEMY OF COSMETOLOGY, ARTS & SCIENCES",PA,2004,"291,961",136
02107300,014653,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,2004,"224,244",72
02269900,016021,PENNSYLVANIA COLLEGE OF ART & DESIGN,PA,2004,"132,475",63
00339500,003395,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,2004,"5,220,913","2,266"
00490200,004902,PENNSYLVANIA COMMERCIAL COLLEGE,PA,2004,"768,141",426
02330600,016508,PENNSYLVANIA GUNSMITH SCHOOL,PA,2004,"46,509",19
03180400,031804,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,PA,2004,"1,160,226",593
03006800,030068,PENNSYLVANIA INSTITUTE OF CULINARY ARTS,PA,2004,"2,385,592","1,014"
02574800,017353,PENNSYLVANIA INSTITUTE OF TAXIDERMY,PA,2004,"27,975",17
01099800,010998,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,2004,"282,019",124
03766300,037663,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,PA,2004,"6,432",5
00332900,003329,PENNSYLVANIA STATE UNIVERSITY (THE),PA,2004,"39,298,643","15,947"
00335100,003351,PHILADELPHIA BIBLICAL UNIVERSITY,PA,2004,"722,776",313
00335400,003354,PHILADELPHIA UNIVERSITY,PA,2004,"1,323,481",565
00531000,005310,PITTSBURGH INSTITUTE OF AERONAUTICS,PA,2004,"293,022",155
01081400,010814,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,2004,"118,484",53
00743700,007437,PITTSBURGH TECHNICAL INSTITUTE,PA,2004,"3,139,069","1,339"
02301300,023013,PJA SCHOOL,PA,2004,"964,645",369
00335700,003357,POINT PARK UNIVERSITY,PA,2004,"2,616,828","1,115"
01171500,011715,POTTSVILLE HOSPITAL & WARNE CLINIC,PA,2004,"117,651",43
00895500,015865,PRUONTOS HAIR DESIGN INSTITUTE & BEAUTY SCHOOL OF COSTMETOLOGY,PA,2004,"88,240",44
01038800,010388,READING AREA COMMUNITY COLLEGE,PA,2004,"3,592,298","1,746"
00656500,014104,READING HOSPITAL AND MEDICAL CENTER,PA,2004,"129,829",71
00335900,003359,ROBERT MORRIS UNIVERSITY,PA,2004,"2,460,566","1,108"
01205000,012050,ROSEDALE TECHNICAL INSTITUTE,PA,2004,"675,139",262
00336000,003360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,PA,2004,"442,808",171
01321400,013124,ROXBOROUGH MEMORIAL HOSPITAL,PA,2004,"88,777",34
00336600,003366,SAINT FRANCIS UNIVERSITY,PA,2004,"1,206,550",481
00336700,003367,SAINT JOSEPH'S UNIVERSITY,PA,2004,"1,311,262",573
00336800,003368,SAINT VINCENT COLLEGE & SEMINARY,PA,2004,"853,951",364
02147800,014984,SCHUYLKILL INSTITUTE OF BUSINESS & TECHNOLOGY,PA,2004,"270,178",117
02251200,015888,SCHUYLKILL TECHNOLOGY CENTERS,PA,2004,"184,458",119
00336200,003362,SETON HILL UNIVERSITY,PA,2004,"1,071,901",435
00657800,006578,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING,PA,2004,"39,719",17
00332600,003326,SHIPPENSBURG UNIVERSITY,PA,2004,"3,272,044","1,463"
00332700,003327,SLIPPERY ROCK UNIVERSITY,PA,2004,"5,454,214","2,219"
01292900,012929,SOUTH HILLS BEAUTY ACADEMY,PA,2004,"142,719",57
01326300,013263,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,2004,"1,117,852",477
02587800,025878,SOUTH PHILADELPHIA BEAUTY ACADEMY,PA,2004,"19,787",10
00336400,016229,ST CHARLES BORROMEO SEMINARY,PA,2004,"33,836",12
00655100,006551,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,2004,"122,375",50
00657400,006574,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",PA,2004,"52,601",34
02539900,017013,STAR TECHNICAL INSTITUTE,PA,2004,"1,169,140",478
02615400,026154,STAR TECHNICAL INSTITUTE,PA,2004,"1,086,492",498
02206300,015604,STROUDSBURG SCHOOL OF COSMETOLOGY,PA,2004,"65,712",32
03561400,035614,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,2004,"8,885",3
00336900,003369,SUSQUEHANNA UNIVERSITY,PA,2004,"767,075",327
00337000,003370,SWARTHMORE COLLEGE,PA,2004,"506,427",185
03582300,035823,TALENT ACADEMY,PA,2004,"57,473",28
01252300,012523,TALMUDICAL YESHIVA OF PHILADELPHIA,PA,2004,"109,100",32
00337100,003371,TEMPLE UNIVERSITY,PA,2004,"19,916,684","7,451"
00791200,014990,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,2004,"616,900",235
00337600,003376,THIEL COLLEGE,PA,2004,"1,339,014",512
01239300,013549,THOMAS JEFFERSON UNIVERSITY,PA,2004,"286,588",106
00491000,004910,THOMPSON INSTITUTE,PA,2004,"4,026,494","1,619"
03010800,030108,TRI STATE BUSINESS INSTITUTE,PA,2004,"1,615,063",810
00783900,007839,TRIANGLE TECH,PA,2004,"2,259,975",932
00337800,003378,UNIVERSITY OF PENNSYLVANIA,PA,2004,"3,160,440","1,174"
00338000,003380,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,2004,"1,125,707",493
00338100,003381,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,2004,"1,303,610",564
00337900,008815,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PA,2004,"8,716,469","3,651"
00338200,003382,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,2004,"2,062,899",954
00338300,003383,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,2004,"612,151",242
00335300,003353,UNIVERSITY OF SCIENCES IN PHILADELPHIA,PA,2004,"1,481,971",531
00338400,003384,UNIVERSITY OF SCRANTON,PA,2004,"1,858,025",763
00335000,003350,UNIVERSITY OF THE ARTS (THE),PA,2004,"1,445,339",561
00973700,009737,UPHS  PRESBYTERIAN MEDICAL CENTER SCHOOL OF PRACTICAL NURSING,PA,2004,"71,001",26
00594200,005942,UPMC PRESBYTERIAN SCHOOL OF RADIOLOGIC TECHNOLOGY,PA,2004,"23,200",10
00657700,006577,UPMC SHADYSIDE,PA,2004,"133,392",57
00534100,016623,UPPER BUCKS COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,2004,"41,400",13
00338500,003385,URSINUS COLLEGE,PA,2004,"803,577",317
00330600,003306,VALLEY FORGE CHRISTIAN COLLEGE,PA,2004,"968,838",377
00338600,003386,VALLEY FORGE MILITARY COLLEGE,PA,2004,"119,350",40
02306200,016298,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,2004,"65,900",19
02061000,013650,VENUS BEAUTY SCHOOL,PA,2004,"277,293",131
00338800,003388,VILLANOVA UNIVERSITY,PA,2004,"1,643,737",672
02192800,015499,WALNUT HILL COLLEGE,PA,2004,"515,424",187
00338900,003389,WASHINGTON AND JEFFERSON COLLEGE,PA,2004,"695,413",288
00658200,006582,WASHINGTON HOSPITAL (THE) - SCHOOL OF NURSING,PA,2004,"190,724",75
00339100,003391,WAYNESBURG COLLEGE,PA,2004,"1,312,998",596
01162200,011622,WELDER TRAINING & TESTING INSTITUTE,PA,2004,"48,280",19
00332800,003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,2004,"4,778,452","1,942"
02350100,016699,WESTERN AREA CAREER & TECHNOLOGY CENTER,PA,2004,"70,009",25
00658300,006583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,2004,"95,326",40
02202300,015574,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS,PA,2004,"2,181,805",957
00339200,003392,WESTMINISTER COLLEGE,PA,2004,"826,137",349
01017600,010176,WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,2004,"4,888,562","2,383"
00331300,003313,WIDENER UNIVERSITY,PA,2004,"1,824,126",738
02529800,017083,WILKES BARRE AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PRGM,PA,2004,"317,249",142
00339400,003394,WILKES UNIVERSITY,PA,2004,"1,581,601",640
00339600,003396,WILSON COLLEGE,PA,2004,"512,229",212
03503300,035033,WINNER INSTITUTE OF ARTS & SCIENCES,PA,2004,"138,348",63
03455400,034554,WRIGHTCO TECHNOLOGIES TECHNICAL TRAINING INSTITUTE,PA,2004,"73,992",31
01313400,013134,YESHIVATH BETH MOSHE,PA,2004,"53,078",17
00339900,003399,YORK COLLEGE OF PENNSYLVANIA,PA,2004,"1,917,209",856
00536500,016526,YORK COUNTY SCHOOL OF TECHNOLOGY,PA,2004,"77,900",39
02127400,014765,YORK TECHNICAL INSTITUTE,PA,2004,"1,508,021",725
02120800,014766,YORKTOWNE BUSINESS INSTITUTE,PA,2004,"592,551",258
03101200,031012,A-1 BUSINESS AND TECHNICAL COLLEGE,PR,2004,"1,237,994",438
03122500,031225,ACADEMIA SERRANT,PR,2004,"636,499",248
03142300,031423,ACADEMIA VOCATIONAL DEL TURABO,PR,2004,"268,582",118
03843300,038433,ADVANCED TECH COLLEGE,PR,2004,"2,583",2
02303800,016268,AMERICAN EDUCATIONAL COLLEGE,PR,2004,"2,699,411",965
03600300,036003,AMERICAN TECHNOLOGICAL COLLEGE,PR,2004,"1,234,026",452
01194100,011941,AMERICAN UNIVERSITY OF PUERTO RICO,PR,2004,"11,946,309","4,040"
02234900,015758,ANTILLES SCHOOL OF TECHNICAL CAREERS,PR,2004,"1,356,824",450
03544300,035443,ATENAS COLLEGE,PR,2004,"2,384,386",868
02505400,016871,"ATLANTIC COLLEGE, INC",PR,2004,"1,942,012",665
02297700,016212,AUTOMECA TECHNICAL COLLEGE,PR,2004,"5,213,825","1,833"
00502200,010015,BAYAMON CENTRAL UNIVERSITY,PR,2004,"8,937,715","2,884"
03758300,037583,BAYAMON COMMUNITY COLLEGE,PR,2004,"138,235",56
03120500,031205,CAGUAS CENTRAL COLLEGE,PR,2004,"327,859",151
03025500,030255,CAGUAS INSTITUTE OF MECHANICAL TECHNOLOGY,PR,2004,"6,937,079","2,505"
03608300,036083,CARIBBEAN FORENSIC & TECHNICAL COLLEGE,PR,2004,"635,957",250
01252500,012525,CARIBBEAN UNIVERSITY,PR,2004,"10,880,274","3,622"
01072400,010724,CARLOS ALBIZU UNIVERSITY-SAN JUAN MAIN CAMPUS,PR,2004,"1,088,429",416
03585300,035853,CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA,PR,2004,"1,175,451",440
02189100,015465,CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS,PR,2004,"4,725,063","1,661"
03336300,033363,CENTURY COLLEGE,PR,2004,"587,150",275
03735400,037354,"CHARLIE'S GUARD, DETECTIVE BUREAU, AND ACADEMY",PR,2004,"71,351",28
02335500,016544,COLEGIO BIBLICO PENTECOSTAL DE PUERTO RICO,PR,2004,"482,591",163
03157600,031576,"COLEGIO DE LAS CIENCIAS, ARTES Y TELEVISION",PR,2004,"818,489",357
02552300,017120,COLEGIO MAYOR DE TECHNOLOGIA,PR,2004,"1,253,626",394
03531300,035313,COLEGIO PENTECOSTAL MIZPA,PR,2004,"148,833",69
03061900,030619,COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO,PR,2004,"238,430",129
03800300,038003,COLEGIO TECNICO DE ELECTRICIDAD GALLOSA,PR,2004,"52,942",17
02097000,020970,COLEGIO TECNICO METROPOLITANO,PR,2004,"1,990,232",768
01056700,010567,COLEGIO TECNOLOGICO DE SAN JUAN,PR,2004,"2,288,343",779
00890200,013517,COLUMBIA CENTRO UNIVERSITARIO,PR,2004,"3,779,634","1,339"
02241900,015868,COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION -DEPT OF EDUCATIO,PR,2004,"8,008,369","2,572"
01081900,010819,CONSERVATORIO DE MUSICA DE PUERTO RICO,PR,2004,"604,306",188
03070500,030705,D'MART INSTITUTE,PR,2004,"3,140,389","1,278"
03021900,030219,EDIC  COLLEGE,PR,2004,"2,182,651",739
02570400,017287,EDUCATIONAL TECHNICAL COLLEGE (EDUTEC),PR,2004,"1,609,091",655
02165100,013587,ELECTRONIC DATA PROCESSING COLLEGE OF PUERTO RICO,PR,2004,"5,624,452","1,981"
02189300,014823,EMMA'S BEAUTY ACADEMY,PR,2004,"1,239,927",510
03075600,030756,EMMA'S BEAUTY ACADEMY,PR,2004,"1,516,002",641
02569400,017345,ESCUELA DE ARTES PLASTICAS DE PUERTO RICO,PR,2004,"875,543",285
03106900,031069,ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA,PR,2004,"267,175",168
03751300,037513,ESCUELA HOTELERA DE SAN JUAN,PR,2004,"400,050",150
02576100,017346,ESCUELA TECNICA DE ELECTRICIDAD,PR,2004,"2,003,820",773
03123100,031231,GLOBELLE TECHNICAL INSTITUTE INCORPORATED,PR,2004,"434,942",216
02593700,025937,HISPANIC AMERICAN COLLEGE,PR,2004,"1,070,008",427
02260800,014105,HUERTAS JUNIOR COLLEGE,PR,2004,"4,620,050","1,899"
02340600,014952,HUMACAO COMMUNITY COLLEGE,PR,2004,"1,391,139",553
03781400,037814,INDUSTRIAL TECHNICAL COLLEGE,PR,2004,"217,333",72
02504500,016915,INSTITUCION CHAVIANO DE MAYAGUEZ,PR,2004,"139,885",47
02343600,015542,INSTITUTE OF BEAUTY CAREERS,PR,2004,"1,729,527",827
03800400,038004,INSTITUTE OF BEAUTY OCCUPATIONS AND TECHNOLOGY COURSE,PR,2004,"172,036",68
01194000,011940,INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN,PR,2004,"3,724,630","1,536"
02166400,014534,INSTITUTO DE BANCA Y COMERCIO,PR,2004,"43,451,914","15,750"
02170300,015305,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI,PR,2004,"1,856,340",735
03115600,031156,INSTITUTO DE EDUCACION VOCACIONAL,PR,2004,"1,708,655",576
03098100,030981,INSTITUTO IRMA VALENTIN - MANATI,PR,2004,"1,516,877",672
02512100,016099,INSTITUTO IRMA VALENTIN - UTUADO,PR,2004,"758,913",323
02611100,026111,INSTITUTO MERLIX,PR,2004,"967,885",376
03452300,034523,INSTITUTO PRE-VOCACIONAL E INDUSTRIAL DE PUERTO RICO,PR,2004,"160,740",62
03644300,036443,INSTITUTO TECNOLOGICO EMPRESARIAL,PR,2004,"986,248",407
03469300,034693,INSTITUTO VOCACIONAL AUREA E. MENDEZ,PR,2004,"385,217",146
00393800,003938,INTER AMERICAN UNIVERSITY OF PUERTO RICO,PR,2004,"110,874,402","36,066"
02276400,016055,INTERNATIONAL JUNIOR COLLEGE - MAIN CAMPUS,PR,2004,"2,715,067","1,006"
02562500,017233,INTERNATIONAL TECHNICAL COLLEGE,PR,2004,"760,284",288
03785300,037853,J.G. GUAYNABO TECHNICAL COLLEGE,PR,2004,"96,680",62
03112100,031121,JOHN DEWEY COLLEGE,PR,2004,"11,013,715","4,069"
03552300,035523,LESTON COLLEGE,PR,2004,"222,323",99
02195800,014452,LICEO DE ARTE Y TECNOLOGIA,PR,2004,"3,745,157","1,317"
03025900,030259,"LICEO DE ARTE, DISENOS Y COMERCIO",PR,2004,"1,931,051",753
02549700,017139,MAISON D' ESTHETIQUE ACADEMY,PR,2004,"460,050",200
02063100,012178,MBTI BUSINESS TRAINING INSTITUTE,PR,2004,"4,486,877","1,741"
02195400,015006,MODERN HAIRSTYLING INSTITUTE,PR,2004,"864,119",380
02195500,015007,MODERN HAIRSTYLING INSTITUTE,PR,2004,"246,891",109
02195900,015008,MODERN HAIRSTYLING INSTITUTE,PR,2004,"1,004,270",434
03414300,034143,MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS,PR,2004,"30,180",10
02260600,015953,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,PR,2004,"11,898,859","5,277"
03620300,036203,NATIONAL FASHION & BEAUTY COLLEGE,PR,2004,"122,273",68
03124200,031242,NOVA COLLEGE OF PUERTO RICO,PR,2004,"296,739",99
03461400,034614,POLITEC INSTITUTE,PR,2004,"702,178",316
02534900,016989,PONCE PARAMEDICAL COLLEGE (POPAC),PR,2004,"4,775,908","1,756"
02235000,015769,PONCE TECHNICAL SCHOOL,PR,2004,"108,694",37
00393600,003936,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) -,PR,2004,"23,120,947","7,081"
03104400,031044,PROFESSIONAL ELECTRICAL SCHOOL,PR,2004,"473,851",218
03085700,030857,PROFESSIONAL TECHNICAL INSTITUTION,PR,2004,"1,208,051",478
03076000,030760,PUERTO RICO BARBER COLLEGE - FAJARDO,PR,2004,"339,834",125
02566800,017246,PUERTO RICO TECH JUNIOR COLLEGE -,PR,2004,"539,187",231
01314800,013148,RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY,PR,2004,"2,061,183",725
02563500,017357,ROGIE'S SCHOOL OF BEAUTY CULTURE,PR,2004,"979,535",485
01120300,011203,"RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING",PR,2004,"46,063",13
02502400,016829,SERBIA'S TECHNICAL COLLEGE,PR,2004,"987,881",564
03068400,030684,STAR CAREER COLLEGE,PR,2004,"321,572",144
03115900,031159,TRINITY COLLEGE OF PUERTO RICO,PR,2004,"935,058",293
03326300,033263,UNIVERSAL CAREERS COUNSELING CENTERS,PR,2004,"2,161,974",781
03029700,030297,UNIVERSAL TECHNOLOGY COLLEGE  OF  PR,PR,2004,"4,821,376","1,755"
00501900,005019,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,PR,2004,"2,620,474",776
02163300,014999,UNIVERSIDAD CENTRAL DEL CARIBE,PR,2004,"218,451",70
00394100,011718,UNIVERSIDAD DEL ESTE,PR,2004,"31,576,544","10,322"
01171900,011719,UNIVERSIDAD DEL TURABO,PR,2004,"34,575,574","10,947"
02587500,025875,UNIVERSIDAD METROPOLITANA,PR,2004,"25,179,628","8,112"
02100000,014255,UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R.,PR,2004,"8,246,628","3,131"
00394200,003942,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION,PR,2004,"121,514,548","37,413"
00393700,003937,UNIVERSITY OF THE SACRED HEART,PR,2004,"10,837,699","3,417"
01100900,011009,PALAU COMMUNITY COLLEGE,PW,2004,"2,427,499",872
02071900,013983,ARTHUR ANGELO SCHOOL OF COSMETOLOGY AND HAIR DESIGN,RI,2004,"244,125",102
00340100,003401,BROWN UNIVERSITY,RI,2004,"1,890,121",697
00340200,003402,BRYANT UNIVERSITY,RI,2004,"1,006,921",411
03232300,032323,CAREER EDUCATION INSTITUTE,RI,2004,"4,398,100","2,077"
00340800,004916,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2004,"7,716,784","4,023"
00784400,007844,GIBBS COLLEGE,RI,2004,"1,099,757",698
00340400,003404,JOHNSON & WALES UNIVERSITY,RI,2004,"13,936,848","5,866"
03115200,031152,MOTORING TECHNICAL TRAINING INSTITUTE,RI,2004,"326,166",147
00784500,007845,NEW ENGLAND INSTITUTE OF TECHNOLOGY,RI,2004,"3,039,701","1,441"
02584400,016462,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,RI,2004,"95,832",79
02090800,014377,NEWPORT SCHOOL OF HAIRDRESSING,RI,2004,"40,782",21
03080000,030800,NEWPORT SCHOOL OF HAIRDRESSING,RI,2004,"119,247",60
00340600,003406,PROVIDENCE COLLEGE,RI,2004,"819,476",357
00340700,003407,RHODE ISLAND COLLEGE,RI,2004,"4,360,129","1,844"
00340900,003409,RHODE ISLAND SCHOOL OF DESIGN,RI,2004,"913,402",307
00341000,003410,ROGER WILLIAMS UNIVERSITY,RI,2004,"1,375,826",585
00659100,006591,SAINT JOSEPH SCHOOL OF NURSING,RI,2004,"38,113",16
00341100,003411,SALVE REGINA COLLEGE,RI,2004,"729,955",305
01115900,011159,SAWYER SCHOOL  (THE),RI,2004,"2,421,617","1,084"
00341400,003414,UNIVERSITY OF RHODE ISLAND,RI,2004,"5,856,584","2,344"
02176900,015357,WARWICK ACADEMY OF BEAUTY CULTURE,RI,2004,"257,260",138
03570500,035705,ZION BIBLE INSTITUTE,RI,2004,"290,358",99
03088300,030883,ACADEMY OF COSMETOLOGY,SC,2004,"368,184",166
02552400,017124,ACADEMY OF HAIR TECHNOLOGY,SC,2004,"186,818",92
01005600,010056,AIKEN TECHNICAL COLLEGE,SC,2004,"3,514,764","1,563"
00341700,003417,ALLEN UNIVERSITY,SC,2004,"1,531,247",499
00341800,003418,ANDERSON COLLEGE,SC,2004,"1,292,135",538
00342000,003420,BENEDICT COLLEGE,SC,2004,"7,793,449","2,576"
03304300,033043,BETA TECH,SC,2004,"1,535,328",833
00399500,003995,CENTRAL CAROLINA TECHNICAL COLLEGE,SC,2004,"4,678,377","2,423"
02356600,016737,CHARLESTON COSMETOLOGY INSTITUTE,SC,2004,"292,892",111
03595300,035953,CHARLESTON SCHOOL OF MASSAGE,SC,2004,"18,346",13
00341900,003419,CHARLESTON SOUTHERN UNIVERSITY,SC,2004,"2,879,785","1,093"
02338600,016567,CHARZANNE BEAUTY COLLEGE,SC,2004,"244,317",87
00342300,003423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,2004,"929,903",354
00342400,003424,CLAFLIN UNIVERSITY,SC,2004,"3,885,897","1,271"
00342500,003425,CLEMSON UNIVERSITY,SC,2004,"5,262,759","2,048"
00492300,004923,CLINTON JUNIOR COLLEGE,SC,2004,"281,225",92
00345100,003451,COASTAL CAROLINA UNIVERSITY,SC,2004,"4,016,013","1,559"
00342700,003427,COKER COLLEGE,SC,2004,"1,869,970",713
00342800,003428,COLLEGE OF CHARLESTON,SC,2004,"4,629,053","1,809"
02310300,014629,COLUMBIA BEAUTY SCHOOL,SC,2004,"80,905",28
00343000,003430,COLUMBIA COLLEGE OF SOUTH CAROLINA,SC,2004,"1,510,082",591
00342900,003429,COLUMBIA INTERNATIONAL UNIVERSITY,SC,2004,"662,227",257
00343100,003431,CONVERSE COLLEGE,SC,2004,"537,710",214
02193300,015495,CONWAY SCHOOL OF PRACTICAL NURSING,SC,2004,"110,395",47
00536300,005363,DENMARK TECHNICAL COLLEGE,SC,2004,"3,770,894","1,489"
00343200,003432,ERSKINE COLLEGE,SC,2004,"401,308",159
00399000,003990,FLORENCE-DARLINGTON TECHNICAL COLLEGE,SC,2004,"7,268,021","2,979"
00492400,004924,FORREST JUNIOR COLLEGE,SC,2004,"596,411",235
00922600,009226,FRANCIS MARION UNIVERSITY,SC,2004,"3,677,522","1,340"
00343400,003434,FURMAN UNIVERSITY,SC,2004,"718,708",284
00399100,003991,GREENVILLE TECHNICAL COLLEGE,SC,2004,"10,853,861","5,346"
00492500,004925,HORRY GEORGETOWN TECHNICAL COLLEGE,SC,2004,"6,858,840","3,224"
02341100,016588,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAIL DESIGN,SC,2004,"451,272",190
03052300,030523,KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,2004,"268,721",101
03513300,035133,LACY COSMETOLOGY SCHOOL,SC,2004,"137,945",50
00343500,003435,LANDER UNIVERSITY,SC,2004,"2,547,101",937
03746300,037463,LEGRAND INSTITUTE OF COSMETOLOGY,SC,2004,"33,396",12
00343600,003436,LIMESTONE COLLEGE,SC,2004,"2,625,470","1,269"
00343800,003438,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,2004,"118,253",53
00399300,003993,MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS,SC,2004,"10,253,696","5,126"
00343900,003439,MORRIS COLLEGE,SC,2004,"2,986,857",935
00344000,003440,NEWBERRY COLLEGE,SC,2004,"882,712",326
