OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
00331500,003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"2,066","5,108,246"
00972100,009721,BRADFORD SCHOOL,PA,Proprietary,310,"797,867"
02557800,017171,BRADLEY ACADEMY FOR THE VISUAL ARTS,PA,Proprietary,196,"412,600"
00488700,004887,BRANDYWINE SCHOOL OF NURSING,PA,Proprietary,20,"41,399"
00323700,003237,BRYN MAWR COLLEGE,PA,Private 4 Year,216,"574,437"
00323800,003238,BUCKNELL UNIVERSITY,PA,Private 4 Year,376,"939,747"
00323900,003239,BUCKS COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"1,238","2,437,028"
02270500,016563,BUCKS COUNTY SCHOOL OF BEAUTY CULTURE,PA,Proprietary,35,"82,938"
02092500,014254,BUSINESS INSTITUTE OF PENNSYLVANIA-,PA,Proprietary,209,"503,514"
02544300,017146,BUTLER BEAUTY SCHOOL,PA,Proprietary,149,"326,901"
00324000,003240,BUTLER COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"1,281","2,368,011"
00324100,003241,CABRINI COLLEGE,PA,Private 4 Year,371,"857,740"
00331600,003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"1,910","4,921,439"
00488900,004889,CAMBRIA ROWE BUSINESS COLLEGE,PA,Proprietary,320,"853,775"
03098600,015035,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,PA,Public 2 Year,64,"129,882"
02609500,026095,CAREER TRAINING ACADEMY,PA,Proprietary,244,"524,396"
00330300,003303,CARLOW UNIVERSITY,PA,Private 4 Year,706,"1,715,677"
00324200,003242,CARNEGIE-MELLON UNIVERSITY,PA,Private 4 Year,685,"1,887,831"
00324300,003243,CEDAR CREST COLLEGE,PA,Private 4 Year,623,"1,358,886"
00752900,007529,CENTER FOR ARTS & TECHNOLOGY,PA,Public 2 Year,70,"171,175"
03126000,031260,CENTER FOR INNOVATIVE TRAINING AND EDUCATION (CITE),PA,Proprietary,7,"16,725"
00489000,004890,CENTRAL PENNSYLVANIA COLLEGE,PA,Proprietary,424,"847,527"
00533500,015445,CENTRAL PENNYSLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,PA,Public 2 Year,11,"36,195"
02151500,015168,CENTRAL SUSQUEHANNA LPN CAREER CENTER,PA,Public 2 Year,67,"130,338"
00324400,003244,CHATHAM COLLEGE,PA,Private 4 Year,189,"475,603"
00324500,003245,CHESTNUT HILL COLLEGE,PA,Private 4 Year,358,"824,236"
00331700,003317,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"1,023","3,246,655"
02289800,016146,CHI INSTITUTE - SOUTHAMPTON,PA,Proprietary,739,"1,750,640"
00778100,007781,CHI INSTITUTE/RETS CAMPUS,PA,Proprietary,"1,927","4,489,846"
00844100,008441,CHUBB INSTITUTE KEYSTONE SCHOOL,PA,Proprietary,571,"1,136,933"
00653400,006534,CITIZENS SCHOOL OF NURSING,PA,Private 2 Year,48,"130,064"
02550000,017091,CLARION COUNTY CAREER CENTER PRACTICAL NURSING,PA,Public 2 Year,41,"102,341"
00331800,003318,CLARION UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"2,044","5,066,250"
02530400,016972,CLEARFIELD BEAUTY ACADEMY,PA,Proprietary,10,"18,656"
02169600,015422,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,32,"50,256"
00324700,003247,COLLEGE MISERICORDIA,PA,Private 4 Year,536,"1,228,078"
02536600,017034,COMMONWEALTH TECHNICAL INSTITUTE,PA,Public 2 Year,173,"422,565"
00323100,003231,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PA,Public 2 Year,"6,085","12,574,297"
00680700,006807,COMMUNITY COLLEGE OF BEAVER COUNTY,PA,Public 2 Year,911,"2,098,221"
00324900,003249,COMMUNITY COLLEGE OF PHILADELPHIA,PA,Public 2 Year,"12,268","24,721,308"
02304400,016319,COMPUTER LEARNING NETWORK,PA,Proprietary,304,"628,293"
03081900,030819,COMPUTER LEARNING NETWORK,PA,Proprietary,403,"930,574"
00653700,006537,CONEMAUGH VALLEY MEMORIAL HOSPITAL,PA,Private 2 Year,68,"164,305"
00534400,005344,CONNELLEY TECHNICAL INSTITUTE & ADULT EDUCATION CENTER,PA,Public 2 Year,23,"60,012"
02289600,016170,CONSOLIDATED SCHOOL OF BUSINESS,PA,Proprietary,130,"295,344"
03029900,030299,CONSOLIDATED SCHOOL OF BUSINESS,PA,Proprietary,156,"381,106"
01005500,015520,CRAWFORD COUNTY AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING,PA,Public 2 Year,21,"68,839"
03307300,033073,CSC INSTITUTE,PA,Proprietary,237,"407,302"
00325100,003251,CURTIS INSTITUTE OF MUSIC,PA,Private 4 Year,10,"31,550"
03072600,030726,DCI CAREER INSTITUTE,PA,Proprietary,139,"375,475"
00918600,009186,DEAN INSTITUTE OF TECHNOLOGY,PA,Proprietary,95,"230,275"
00711000,007110,DELAWARE COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"2,261","4,847,472"
03128400,031284,DELAWARE COUNTY TECHNICAL SCHOOL,PA,Public 2 Year,102,"245,488"
02492500,016755,DELAWARE VALLEY ACADEMY OF MEDICAL & DENTAL ASSISTANTS,PA,Proprietary,234,"577,501"
00325200,003252,DELAWARE VALLEY COLLEGE OF SCIENCE & AGRICULTURE,PA,Private 4 Year,384,"956,944"
00398600,003986,DESALES UNIVERSITY,PA,Private 4 Year,320,"822,000"
00325300,003253,DICKINSON COLLEGE,PA,Private 4 Year,248,"626,172"
02068300,013957,DOUGLAS EDUCATION CENTER,PA,Proprietary,221,"603,151"
03031600,030316,DPT BUSINESS SCHOOL,PA,Proprietary,"1,731","4,385,417"
00325600,003256,DREXEL UNIVERSITY,PA,Private 4 Year,"2,025","4,843,707"
00489300,004893,DUBOIS BUSINESS COLLEGE,PA,Proprietary,303,"767,651"
00709100,007091,DUFF'S BUSINESS INSTITUTE,PA,Proprietary,"1,221","2,174,252"
00325800,003258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PA,Private 4 Year,"1,081","2,650,421"
00332000,003320,EAST STROUDSBURG UNIVERSITY,PA,Public 4 Year,"1,245","3,031,054"
02492600,016763,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,PA,Public 2 Year,47,"83,451"
00325900,003259,EASTERN UNIVERSITY,PA,Private 4 Year,455,"1,073,070"
00332100,003321,EDINBORO UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"2,715","6,773,299"
00488600,004886,ELECTRONIC INSTITUTES,PA,Private 2 Year,31,"84,847"
00326200,003262,ELIZABETHTOWN COLLEGE,PA,Private 4 Year,352,"800,077"
01054200,010542,EMPIRE BEAUTY SCHOOL,PA,Proprietary,"3,216","7,119,839"
00653900,006539,EPISCOPAL SCHOOL OF NURSING,PA,Private 2 Year,89,"147,963"
00489400,004894,ERIE BUSINESS CENTER,PA,Proprietary,616,"1,384,624"
02203900,014695,ERIE INSTITUTE OF TECHNOLOGY,PA,Proprietary,126,"304,866"
00533000,015946,FAYETTE COUNTY AREA VOCATIONAL TECHNOLOGY,PA,Public 2 Year,77,"181,221"
00972300,009723,FRANKFORD HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,91,"243,371"
00326500,003265,FRANKLIN & MARSHALL COLLEGE,PA,Private 4 Year,172,"432,743"
00791600,015456,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,24,"60,906"
00326600,003266,GANNON UNIVERSITY,PA,Private 4 Year,792,"2,041,201"
03128800,031288,GECAC TRAINING INSTITUTE,PA,Private 2 Year,17,"37,640"
00326700,003267,GENEVA COLLEGE,PA,Private 4 Year,705,"1,617,476"
00326800,003268,GETTYSBURG COLLEGE,PA,Private 4 Year,298,"758,874"
00405800,004058,GRATZ COLLEGE,PA,Private 4 Year,4,"8,619"
02112200,014820,GREAT LAKES INSTITUTE OF TECHNOLOGY,PA,Proprietary,550,"1,209,144"
01086000,015272,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,Public 2 Year,55,"151,956"
01000600,016626,GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL -,PA,Public 2 Year,133,"293,553"
01096300,016825,GREENE COUNTY VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,21,"51,279"
00327000,003270,GWYNEDD-MERCY COLLEGE,PA,Private 4 Year,367,"817,493"
02276600,016084,HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM,PA,Public 2 Year,17,"44,100"
00327200,003272,HARCUM COLLEGE,PA,Private 2 Year,224,"497,753"
00327300,003273,HARRISBURG AREA COMMUNITY COLLEGE,PA,Public 2 Year,"4,764","9,123,530"
03085200,030852,HARRISON CAREER INSTITUTE,PA,Proprietary,936,"2,086,805"
00327400,003274,HAVERFORD COLLEGE,PA,Private 4 Year,126,"341,496"
02554500,025545,HAZLETON AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,PA,Public 2 Year,50,"92,031"
00657600,006576,HERITAGE VALLEY HEALTH SYSTEM,PA,Private 2 Year,38,"95,032"
00327500,003275,HOLY FAMILY UNIVERSITY,PA,Private 4 Year,510,"1,207,759"
03535300,035353,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,11,"35,600"
00746900,007469,HUSSIAN SCHOOL OF ART,PA,Proprietary,57,"156,876"
00743600,007436,ICM SCHOOL OF BUSINESS AND MEDICAL CAREERS,PA,Proprietary,"1,616","3,713,853"
00327600,003276,IMMACULATA UNIVERSITY,PA,Private 4 Year,262,"592,074"
02350200,023502,INDIANA COUNTY TECHNOLOGY CENTER,PA,Public 2 Year,2,"1,875"
00327700,003277,INDIANA UNIVERSITY OF PENNSYLVANIA - MAIN CAMPUS,PA,Public 4 Year,"4,136","10,334,908"
01021700,010217,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,PA,Proprietary,993,"2,233,227"
00820000,008200,JAMESON MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,50,"126,879"
02616100,026161,JEAN MADELINE AVEDA INSTITUTE,PA,Proprietary,114,"265,912"
00865300,016566,JEFFERSON COUNTY DUBOIS AREA VOCATIONAL TECHL SCHOOL PRACTICAL NURSING,PA,Public 2 Year,49,"107,920"
03103300,031033,JNA INSTITUTE OF CULINARY ARTS,PA,Proprietary,92,"186,134"
02114200,014734,JOHNSON COLLEGE,PA,Private 2 Year,151,"388,277"
00327900,003279,JUNIATA COLLEGE,PA,Private 4 Year,325,"809,254"
00328000,003280,KEYSTONE COLLEGE,PA,Private 4 Year,734,"1,559,348"
00328200,003282,KINGS COLLEGE,PA,Private 4 Year,481,"1,172,246"
00332200,003322,KUTZTOWN UNIVERSITY,PA,Public 4 Year,"1,963","4,961,385"
03236400,032364,L T INTERNATIONAL BEAUTY SCHOOL,PA,Proprietary,93,"256,008"
00398700,003987,LA ROCHE COLLEGE,PA,Private 4 Year,377,"913,749"
00328700,003287,LA SALLE UNIVERSITY,PA,Private 4 Year,"1,061","2,659,917"
00328300,003283,LACKAWANNA COLLEGE,PA,Private 2 Year,788,"1,767,261"
00328400,003284,LAFAYETTE COLLEGE,PA,Private 4 Year,206,"553,337"
00328500,003285,LANCASTER BIBLE COLLEGE,PA,Private 4 Year,224,"516,346"
02310800,016342,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,178,"350,084"
00986300,009863,LANCASTER GENERAL COLLEGE OF NURSING AND HEALTH SCIENCES,PA,Private 2 Year,46,"79,898"
02212700,015630,LANCASTER SCHOOL OF COSMETOLOGY,PA,Proprietary,67,"139,404"
00777900,007779,LANSDALE SCHOOL OF BUSINESS,PA,Proprietary,181,"377,108"
02292700,016197,LANSDALE SCHOOL OF COSMETOLOGY,PA,Proprietary,18,"35,132"
02546200,017118,LAUREL BUSINESS INSTITUTE,PA,Proprietary,353,"970,726"
02545000,017212,LAWRENCE COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,45,"112,469"
02330300,016494,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,48,"148,597"
00328800,003288,LEBANON VALLEY COLLEGE,PA,Private 4 Year,297,"664,803"
00681000,006810,LEHIGH CARBON COMMUNITY COLLEGE,PA,Public 2 Year,"1,900","3,722,279"
00328900,003289,LEHIGH UNIVERSITY,PA,Private 4 Year,489,"1,199,390"
00888900,008889,LEHIGH VALLEY COLLEGE,PA,Proprietary,"1,520","3,216,809"
02282500,016100,LENAPE AREA VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,91,"180,157"
02118000,014300,LEVITTOWN BEAUTY ACADEMY,PA,Proprietary,90,"193,576"
00775900,007759,LINCOLN TECHNICAL INSTITUTE,PA,Proprietary,495,"998,471"
00783200,007832,LINCOLN TECHNICAL INSTITUTE,PA,Proprietary,729,"1,715,840"
00329000,003290,LINCOLN UNIVERSITY,PA,Public 4 Year,980,"3,008,218"
00332300,003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"1,646","3,947,070"
00681100,006811,LUZERNE COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"1,867","4,089,785"
00329300,003293,LYCOMING COLLEGE,PA,Private 4 Year,373,"894,639"
02206200,015603,MAGNOLIA SCHOOL,PA,Proprietary,54,"122,125"
00329400,003294,MANOR COLLEGE,PA,Private 2 Year,313,"739,192"
00332400,003324,MANSFIELD UNIVERSITY,PA,Public 4 Year,"1,337","3,431,631"
00329600,003296,MARYWOOD UNIVERSITY,PA,Private 4 Year,642,"1,529,215"
00489800,004898,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PA,Proprietary,"1,063","2,221,300"
00856800,008568,MEDIAN SCHOOL OF ALLIED HEALTH CAREERS,PA,Proprietary,237,"613,284"
02362300,016831,MERCER COUNTY ARES VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,56,"160,465"
00489900,004899,MERCY HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,30,"56,875"
00329700,003297,MERCYHURST COLLEGE,PA,Private 4 Year,"1,059","2,420,415"
00329800,003298,MESSIAH COLLEGE,PA,Private 4 Year,496,"1,229,612"
00709000,007090,METHODIST HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,35,"103,700"
03109100,031091,METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE,PA,Private 2 Year,146,"348,394"
02158300,015206,MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER,PA,Public 2 Year,56,"115,782"
00332500,003325,MILLERSVILLE UNIVERSITY,PA,Public 4 Year,"1,561","3,744,567"
00445200,004452,MONTGOMERY COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"1,779","3,617,000"
00330000,003300,MOORE COLLEGE OF ART & DESIGN,PA,Private 4 Year,196,"520,250"
00330100,003301,MORAVIAN COLLEGE,PA,Private 4 Year,321,"793,112"
00330200,003302,MOUNT ALOYSIUS COLLEGE,PA,Private 4 Year,754,"1,841,537"
00330400,003304,MUHLENBERG COLLEGE,PA,Private 4 Year,158,"346,274"
03439400,034394,NAWCC SCHOOL OF HOROLOGY,PA,Private 2 Year,2,"1,942"
00398800,003988,NEUMANN COLLEGE,PA,Private 4 Year,634,"1,503,090"
00778000,007780,NEW CASTLE SCHOOL OF TRADES,PA,Proprietary,494,"1,067,247"
00490100,004901,NEWPORT BUSINESS INSTITUTE,PA,Proprietary,70,"163,524"
00491400,004914,NEWPORT BUSINESS INSTITUTE,PA,Proprietary,112,"297,026"
03471400,034714,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,PA,Private 2 Year,17,"54,046"
00719100,007191,NORTHAMPTON COMMUNITY COLLEGE,PA,Public 2 Year,"2,079","3,884,434"
02161400,015052,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,76,"194,104"
02353100,016702,NORTHERN TIER CAREER CENTER,PA,Public 2 Year,38,"77,719"
02153500,015063,OAKBRIDGE ACADEMY OF ARTS,PA,Proprietary,45,"113,550"
02183000,015427,ORLEANS TECHNICAL INSTITUTE,PA,Private 2 Year,607,"842,814"
02289500,016162,PACE INSTITUTE,PA,Proprietary,241,"553,597"
00330900,003309,PEIRCE COLLEGE,PA,Private 4 Year,949,"1,899,084"
00944900,005939,PENNCO TECH,PA,Proprietary,353,"804,381"
02119300,014822,"PENNSYLVANIA ACADEMY OF COSMETOLOGY, ARTS & SCIENCES",PA,Proprietary,105,"238,860"
02107300,014653,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,Private 4 Year,83,"231,775"
02269900,016021,PENNSYLVANIA COLLEGE OF ART & DESIGN,PA,Private 4 Year,61,"146,649"
00339500,003395,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,Public 4 Year,"2,355","5,578,063"
00490200,004902,PENNSYLVANIA COMMERCIAL COLLEGE,PA,Proprietary,588,"948,879"
02330600,016508,PENNSYLVANIA GUNSMITH SCHOOL,PA,Proprietary,19,"50,100"
03180400,031804,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,PA,Public 2 Year,609,"1,259,500"
03006800,030068,PENNSYLVANIA INSTITUTE OF CULINARY ARTS,PA,Proprietary,"1,079","2,588,838"
02574800,017353,PENNSYLVANIA INSTITUTE OF TAXIDERMY,PA,Proprietary,16,"37,850"
01099800,010998,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,Private 2 Year,222,"480,930"
02255200,022552,PENNSYLVANIA SCHOOL OF BUSINESS,PA,Proprietary,9,"10,738"
03766300,037663,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,PA,Proprietary,19,"27,659"
00332900,003329,PENNSYLVANIA STATE UNIVERSITY (THE),PA,Public 4 Year,"15,880","39,224,945"
00335100,003351,PHILADELPHIA BIBLICAL UNIVERSITY,PA,Private 4 Year,334,"780,801"
00335400,003354,PHILADELPHIA UNIVERSITY,PA,Private 4 Year,578,"1,371,756"
00531000,005310,PITTSBURGH INSTITUTE OF AERONAUTICS,PA,Private 2 Year,111,"207,648"
01081400,010814,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,Private 2 Year,59,"125,871"
00743700,007437,PITTSBURGH TECHNICAL INSTITUTE,PA,Proprietary,"1,403","3,253,218"
02301300,023013,PJA SCHOOL,PA,Proprietary,364,"1,030,439"
00335700,003357,POINT PARK UNIVERSITY,PA,Private 4 Year,"1,126","2,799,000"
01171500,011715,POTTSVILLE HOSPITAL & WARNE CLINIC,PA,Private 2 Year,38,"110,683"
02213400,015631,PROFESSIONAL SKILLS CAREER ACADEMY,PA,Proprietary,35,"66,982"
00895500,015865,PRUONTOS HAIR DESIGN INSTITUTE & BEAUTY SCHOOL OF COSTMETOLOGY,PA,Proprietary,30,"64,188"
01038800,010388,READING AREA COMMUNITY COLLEGE,PA,Public 2 Year,"1,864","3,588,911"
00656500,014104,READING HOSPITAL AND MEDICAL CENTER,PA,Private 2 Year,85,"142,339"
00335900,003359,ROBERT MORRIS UNIVERSITY,PA,Private 4 Year,"1,077","2,465,211"
01205000,012050,ROSEDALE TECHNICAL INSTITUTE,PA,Private 2 Year,280,"758,441"
00336000,003360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,PA,Private 4 Year,177,"424,979"
01321400,013124,ROXBOROUGH MEMORIAL HOSPITAL,PA,Proprietary,35,"88,847"
00336600,003366,SAINT FRANCIS UNIVERSITY,PA,Private 4 Year,450,"1,137,297"
00336700,003367,SAINT JOSEPH'S UNIVERSITY,PA,Private 4 Year,570,"1,234,235"
00336800,003368,SAINT VINCENT COLLEGE & SEMINARY,PA,Private 4 Year,318,"755,936"
00594600,005946,SCHOOL OF RADIOLOGIC TECHNOLOGY AT ST CHRISTOPHER HOSPITAL,PA,Proprietary,22,"69,950"
02147800,014984,SCHUYLKILL INSTITUTE OF BUSINESS & TECHNOLOGY,PA,Proprietary,142,"310,379"
02251200,015888,SCHUYLKILL TECHNOLOGY CENTERS,PA,Public 2 Year,101,"166,020"
00336200,003362,SETON HILL UNIVERSITY,PA,Private 4 Year,477,"1,200,966"
00657800,006578,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING,PA,Private 2 Year,24,"47,303"
00332600,003326,SHIPPENSBURG UNIVERSITY,PA,Public 4 Year,"1,307","3,021,705"
00332700,003327,SLIPPERY ROCK UNIVERSITY,PA,Public 4 Year,"2,247","5,426,785"
01292900,012929,SOUTH HILLS BEAUTY ACADEMY,PA,Proprietary,51,"145,985"
01326300,013263,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,Proprietary,481,"1,099,430"
00336400,016229,ST CHARLES BORROMEO SEMINARY,PA,Private 4 Year,8,"22,900"
00655100,006551,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,52,"127,400"
00657400,006574,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",PA,Private 2 Year,37,"75,152"
02539900,017013,STAR TECHNICAL INSTITUTE,PA,Proprietary,531,"1,244,835"
02615400,026154,STAR TECHNICAL INSTITUTE,PA,Proprietary,501,"1,080,104"
02206300,015604,STROUDSBURG SCHOOL OF COSMETOLOGY,PA,Proprietary,16,"40,130"
03561400,035614,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,Public 2 Year,10,"23,642"
00336900,003369,SUSQUEHANNA UNIVERSITY,PA,Private 4 Year,313,"747,635"
00337000,003370,SWARTHMORE COLLEGE,PA,Private 4 Year,177,"469,478"
01252300,012523,TALMUDICAL YESHIVA OF PHILADELPHIA,PA,Private 4 Year,36,"113,470"
00337100,003371,TEMPLE UNIVERSITY,PA,Private 4 Year,"7,786","20,560,704"
00791200,014990,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,Public 2 Year,234,"595,019"
00337600,003376,THIEL COLLEGE,PA,Private 4 Year,478,"1,262,351"
01239300,013549,THOMAS JEFFERSON UNIVERSITY,PA,Private 4 Year,169,"439,850"
00491000,004910,THOMPSON INSTITUTE,PA,Proprietary,"2,325","5,558,202"
03010800,030108,TRI STATE BUSINESS INSTITUTE,PA,Proprietary,"1,025","1,933,821"
00783900,007839,TRIANGLE TECH,PA,Proprietary,896,"1,927,128"
00337800,003378,UNIVERSITY OF PENNSYLVANIA,PA,Private 4 Year,"1,143","3,063,499"
00338000,003380,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,Public 4 Year,515,"1,218,718"
00338100,003381,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,Public 4 Year,509,"1,187,811"
00337900,008815,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PA,Public 4 Year,"3,572","8,641,997"
00338200,003382,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,Public 4 Year,878,"1,988,891"
00338300,003383,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,Public 2 Year,231,"694,292"
00335300,003353,UNIVERSITY OF SCIENCES IN PHILADELPHIA,PA,Private 4 Year,596,"1,618,048"
00338400,003384,UNIVERSITY OF SCRANTON,PA,Private 4 Year,729,"1,779,220"
00335000,003350,UNIVERSITY OF THE ARTS (THE),PA,Private 4 Year,530,"1,427,378"
00973700,009737,UPHS  PRESBYTERIAN MEDICAL CENTER SCHOOL OF PRACTICAL NURSING,PA,Private 2 Year,16,"31,608"
00594200,005942,UPMC PRESBYTERIAN SCHOOL OF RADIOLOGIC TECHNOLOGY,PA,Public 2 Year,8,"17,213"
00534100,016623,UPPER BUCKS COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,6,"4,050"
00338500,003385,URSINUS COLLEGE,PA,Private 4 Year,315,"813,444"
00330600,003306,VALLEY FORGE CHRISTIAN COLLEGE,PA,Private 4 Year,378,"1,015,640"
00338600,003386,VALLEY FORGE MILITARY COLLEGE,PA,Private 2 Year,47,"102,209"
02306200,016298,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,Public 2 Year,17,"61,800"
02061000,013650,VENUS BEAUTY SCHOOL,PA,Proprietary,122,"281,201"
00338800,003388,VILLANOVA UNIVERSITY,PA,Private 4 Year,674,"1,755,766"
02192800,015499,WALNUT HILL COLLEGE,PA,Proprietary,160,"485,835"
00338900,003389,WASHINGTON AND JEFFERSON COLLEGE,PA,Private 4 Year,277,"706,544"
00658200,006582,WASHINGTON HOSPITAL (THE) - SCHOOL OF NURSING,PA,Private 2 Year,94,"222,095"
00339100,003391,WAYNESBURG COLLEGE,PA,Private 4 Year,566,"1,416,401"
01162200,011622,WELDER TRAINING & TESTING INSTITUTE,PA,Proprietary,25,"45,543"
00332800,003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,Public 4 Year,"1,912","4,724,589"
02350100,016699,WESTERN AREA CAREER & TECHNOLOGY CENTER,PA,Public 2 Year,35,"107,914"
00658300,006583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,Private 2 Year,36,"91,838"
02202300,015574,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS,PA,Proprietary,"1,108","2,696,408"
00339200,003392,WESTMINISTER COLLEGE,PA,Private 4 Year,353,"834,158"
01017600,010176,WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,Public 2 Year,"2,394","4,859,294"
00331300,003313,WIDENER UNIVERSITY,PA,Private 4 Year,808,"2,001,272"
02529800,017083,WILKES BARRE AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PRGM,PA,Public 2 Year,114,"223,620"
00339400,003394,WILKES UNIVERSITY,PA,Private 4 Year,684,"1,628,942"
00339600,003396,WILSON COLLEGE,PA,Private 4 Year,209,"488,952"
03503300,035033,WINNER INSTITUTE OF ARTS & SCIENCES,PA,Private 2 Year,75,"174,844"
01313400,013134,YESHIVATH BETH MOSHE,PA,Private 4 Year,21,"59,850"
00339900,003399,YORK COLLEGE OF PENNSYLVANIA,PA,Private 4 Year,879,"1,953,985"
00536500,016526,YORK COUNTY SCHOOL OF TECHNOLOGY,PA,Public 2 Year,39,"79,050"
02127400,014765,YORK TECHNICAL INSTITUTE,PA,Proprietary,870,"1,829,015"
02120800,014766,YORKTOWNE BUSINESS INSTITUTE,PA,Proprietary,272,"664,002"
03101200,031012,A-1 BUSINESS AND TECHNICAL COLLEGE,PR,Proprietary,527,"1,571,551"
03122500,031225,ACADEMIA SERRANT,PR,Proprietary,358,"875,654"
03142300,031423,ACADEMIA VOCATIONAL DEL TURABO,PR,Proprietary,108,"382,700"
03843300,038433,ADVANCED TECH COLLEGE,PR,Proprietary,68,"127,343"
03849300,038493,AGUADILLA TECHNICAL COLLEGE,PR,Proprietary,23,"44,073"
02303800,016268,AMERICAN EDUCATIONAL COLLEGE,PR,Proprietary,891,"2,559,614"
03600300,036003,AMERICAN TECHNOLOGICAL COLLEGE,PR,Proprietary,357,"875,094"
01194100,011941,AMERICAN UNIVERSITY OF PUERTO RICO,PR,Private 4 Year,"3,895","10,945,235"
02234900,015758,ANTILLES SCHOOL OF TECHNICAL CAREERS,PR,Proprietary,384,"1,128,988"
03544300,035443,ATENAS COLLEGE,PR,Private 2 Year,889,"2,479,236"
02505400,016871,"ATLANTIC COLLEGE, INC",PR,Private 4 Year,685,"1,819,381"
02297700,016212,AUTOMECA TECHNICAL COLLEGE,PR,Proprietary,"1,779","5,154,507"
00502200,010015,BAYAMON CENTRAL UNIVERSITY,PR,Private 4 Year,"2,669","8,065,297"
